"","X","AdID","AdText","Clicks","Impressions","Age","CreationDate","Location","Interests","AdSpend","AdSpendCurrency","CreationDateInteger","BinAge","BinAdSpend","BinClicks","BinImpressions"
"68",67,423,"More riots are coming this summer ... unless What is the most important thing the government must to do this year in order our country to live in peace? The criminal justice system is very important institution where law enforcement investigate a crime gathering evidences to identify the presumed perpetrator ensuring that rights of the convicted are respected. But what if American criminal justice reform outdated and the country need to focus on a renewed sense of justice? What if disproportionate punishment is the main challenge of the criminal justice system? Disproportionate punishments known far and wide across the United States of America. Consequently, the victim's skin color plays a crucial role in deciding what kind of punishment he will receive. For instance, you are more likely to be sentenced to death if you have killed a white person. Frankly speaking, if the government wants to keep the country away from the summer urban riots, then they must think about the living standards of black population that is several times below the living standards of white people in America. In addition, the White House must reduce the unemployment rates of black population by revising the hiring policy for black Americans. Therefore, if we want a life's balance, the government have to reconsider all these things, because Black Americans lives matter.",83,1012,41.5,2015-06-23,"United States: Baltimore Maryland; Ferguson, St. Louis Missouri; Cleveland Ohio","unavailable",261.08,"RUB",62315,"mid","mid","mid","low"
"69",68,424,"Fifty years ago, 48% of African American adults and 57% of African American children lived in poverty. Today, only 28% of African American adults and 38% of African American children live in poverty. We've come so far, but still there is a long way to go.",0,0,41.5,2015-06-24,"United States: Baltimore Maryland: Ferguson, St. Louis Missouri; Cleveland Ohio","unavailable",0,"unavailable",62415,"mid","unavailable","unavailable","unavailable"
"70",69,425,"7-Year-Old Madeleine from Charleston drew this picture in order to show us that being colorblind is awesome and we should give it a try.",72,755,41.5,2015-06-23,"United States: Baltimore Maryland: Ferguson, St. Louis Missouri: Cleveland Ohio","unavailable",173.57,"RUB",62315,"mid","low","mid","low"
"71",70,429,"Sadness and shocking tragedy at historically black church in Charlestone        A white gunman opened a fire at pastor and 8 other church members at black church in Charlestone, S.0 on Wednesday night. The young clean-shaved shooter walked in during a prayer meeting and started shooting the people. Charleston Police Chief Greg Mullen said that the incident would be investigated as hate crime. Emanuel AME Church is a historically Africa-American church which was found by Denmark Vesey in order to organize a slave revolt in 1822. Despite the first black American president, Africa-Americans remain the most common victims of hate crimes. But what if the hate crime relates to xenophobia? American xenophobia is based on the dominant white heritage that is giving birth to another form of hate and discrimination. These forms take another level of hate. Unfortunately, American tolerance is not what we think it is. US public is swapping patriotism for nationalism, tolerance for Islamophobia, racism and anti-immigrant sentiment. For instance, last February American gunman killed three young Muslims two miles away from the University of North Carolina campus. Was this gunman motivated by hate and intolerance? Should we expect for more hate-crimes? What if American racial change still occurs through generations? What of it racism happens due to unequal opportunities? What if America is still a deeply racist country? What if the church is not a safe place anymore?",0,0,41.5,2015-06-18,"United States: Baltimore Maryland; Ferguson, St. Louis Missouri; Cleveland Ohio","unavailable",0,"unavailable",61815,"mid","unavailable","unavailable","unavailable"
"72",71,438,"Patriotism comes from your heart... follow its dictates and don't live a false life. Join!",39,815,41.5,2015-06-23,"United States","right wing",798.92,"RUB",62315,"mid","high","low","low"
"73",72,447,"We can't all be Presidents, but we can all be patriots. Join us!",0,0,41.5,2015-06-23,"United States","right wing",0,"unavailable",62315,"mid","unavailable","unavailable","unavailable"
"74",73,450,"United We Stand! Welcome every patriot we can reach. Flag and news!",72043,529205,41.5,2015-06-23,"United States","right wing",331675.75,"RUB",62315,"mid","high","high","high"
"75",74,453,"We can't all be Presidents, but we can all be patriots. Join us!",0,0,41.5,2015-06-23,"United States","right wing",0,"unavailable",62315,"mid","unavailable","unavailable","unavailable"
"76",75,481,"Patriotism begins at home. Join new community about homeland!",0,0,41.5,2015-06-23,"United States","right wing",0,"unavailable",62315,"mid","unavailable","unavailable","unavailable"
"77",76,484,"Patriotism comes from your heart... follow its dictates and don't live a false life. Join!",0,0,41.5,2015-06-23,"United States","right wing",0,"unavailable",62315,"mid","unavailable","unavailable","unavailable"
"78",77,504,"Patriotism begins at home. Join new community about homeland!",0,0,41.5,2015-06-23,"United States","right wing",0,"unavailable",62315,"mid","unavailable","unavailable","unavailable"
"79",78,505,"Your freedom starts here. Join!",59,742,41.5,2015-06-23,"United States","right wing",434.53,"RUB",62315,"mid","mid","low","low"
"80",79,520,"Your freedom starts here. Join!",0,0,41.5,2015-06-23,"United States","right wing",0,"unavailable",62315,"mid","unavailable","unavailable","unavailable"
"81",80,551,"Republican strategist Karl Rove said on ""Fox News Sunday"" the only way to stop gun-related violence, like the Wednesday massacre at Emmanuel African Methodist Church in Charleston S.C., was to repeal American citizens' Second Amendment rights. It's strange to hear it from the man who supported 2nd amendment earlier. The lack of clear-cut opinion is very bad character trait. However, it doesn't matter. The right to bear arms is inalienable right of Americans that was given us by the Founding Fathers. The 2nd amendment guarantees private safety of the people. The right to keep and bear arms has been recognized as existing prior even to the creation of a written national constitution. The govermmnet should respect the 2nd amendment and the law in general. It's pity when some politicians think otherwise. People should understand that a gun is not a killing tool, it's self-defense tool. And we will stand for our right to keep and bear arms!",0,0,41.5,2015-06-23,"United States","right wing",0,"unavailable",62315,"mid","unavailable","unavailable","unavailable"
"82",81,552,"The Chinese hackers executed a complex attack that gave them ""administrator privileges"" into the computer networks at the Office of Personnel Management, mimicking the credentials of people who run the agency's systems. They began siphoning out a rush of data after constructing what amounted to an electronic pipeline that led back to China, investigators told Congress last week in classified briefings.        Much of the personnel data had been stored in the lightly protected systems of the Department of the Interior, because it had cheap, available space for digital data storage. The administration is urgently working to determine what other agencies are storing similarly sensitive information with weak protections. Officials would not identify their top concerns, but an audit issued early last year, before the Chinese attacks, harshly criticized lax security at the Internal Revenue Service, the Nuclear Regulatory Commission, the Energy Department, the Securities and Exchange Commission — and the Department of Homeland Security, which has responsibility for securing the nation's critical networks. It's not clear who is held liable for security hole. What do you think the hacker attack will affect U.S. — Chinese relations?",0,0,41.5,2015-06-23,"United States","right wing",0,"unavailable",62315,"mid","unavailable","unavailable","unavailable"
"83",82,553,"The Battle of Okinawa, codenamed Operation Iceberg, came to the end on June 22, 1945. The operation was fought on the Ryukyu Islands of Okinawa and included the largest amphibious assault in the Pacific War during World War II. The military value of Okinawa ""exceeded all hope."" Okinawa provided a fleet anchorage, troop staging areas, and airfields in close proximity to Japan.",0,0,41.5,2015-06-23,"United States","right wing",0,"unavailable",62315,"mid","unavailable","unavailable","unavailable"
"84",83,554,"Since the game of American football was first played at the collegiate level in the late 1860s, the sport has captivated fans by using both strength and strategy to get the win. With the introduction of the American Professional Football Association, later renamed to the National Football League, audiences saw athletes play more ferociously than ever before. American football has actually became national kind of sports in the United States. We are proud of such players as Michael Vick, Peyton Manning and John Elway. We are proud we live in America!",0,0,41.5,2015-06-23,"United States","right wing",0,"unavailable",62315,"mid","unavailable","unavailable","unavailable"
"85",84,555,"It is a symbol of patriots who were willing to die in order to protect this country and to make sure it has remained as the founders intended. South Carolina governor calls for removal of Confederate flag from statehouseGovernor Nikki Haley makes abrupt about-face in wake of Charleston killings to call for removal of flag that has flown on statehouse grounds for 50 years The Confederate flag represents heritage, not hate. The war that is called the ""Civil War"" was actually the ""War for Southern Independence"". This is our history and our heritage. Just because certain groups have used the confederate flag in hate related crimes or racism does not make the southern flag racist. Now it is used to show heritage and pride from the south showing that they have been strong and have overcome what has happened to them over time.",0,0,41.5,2015-06-23,"United States","right wing",0,"unavailable",62315,"mid","unavailable","unavailable","unavailable"
